id,timezone_offset,type,unit,timestamp,value
,-25200,,rmssd,2023-05-21 13:10:31+00:00,48.0
,-25200,,rmssd,2023-05-21 13:15:31+00:00,48.0
,-25200,,rmssd,2023-05-21 13:20:31+00:00,38.0
,-25200,,rmssd,2023-05-21 13:25:31+00:00,39.0
,-25200,,rmssd,2023-05-21 13:30:31+00:00,40.0
,-25200,,rmssd,2023-05-21 13:35:31+00:00,34.0
,-25200,,rmssd,2023-05-21 13:40:31+00:00,36.0
,-25200,,rmssd,2023-05-21 13:45:31+00:00,48.0
,-25200,,rmssd,2023-05-21 13:50:31+00:00,58.0
,-25200,,rmssd,2023-05-21 13:55:31+00:00,31.0
,-25200,,rmssd,2023-05-21 23:44:33+00:00,18.0
,-25200,,rmssd,2023-05-21 23:49:33+00:00,19.0
,-25200,,rmssd,2023-05-21 23:54:33+00:00,21.0
,-25200,,rmssd,2023-05-21 23:59:33+00:00,25.0
,-25200,,rmssd,2023-05-22 00:04:33+00:00,34.0
,-25200,,rmssd,2023-05-22 00:09:33+00:00,38.0
,-25200,,rmssd,2023-05-22 00:14:33+00:00,35.0
,-25200,,rmssd,2023-05-22 00:19:33+00:00,34.0
,-25200,,rmssd,2023-05-22 00:24:33+00:00,37.0
,-25200,,rmssd,2023-05-22 00:29:33+00:00,37.0
,-25200,,rmssd,2023-05-22 00:34:33+00:00,39.0
,-25200,,rmssd,2023-05-22 00:39:33+00:00,33.0
,-25200,,rmssd,2023-05-22 00:44:33+00:00,31.0
,-25200,,rmssd,2023-05-22 00:49:33+00:00,35.0
,-25200,,rmssd,2023-05-22 00:54:33+00:00,33.0
,-25200,,rmssd,2023-05-22 00:59:33+00:00,31.0
,-25200,,rmssd,2023-05-22 01:04:33+00:00,30.0
,-25200,,rmssd,2023-05-22 01:09:33+00:00,30.0
,-25200,,rmssd,2023-05-22 01:14:33+00:00,28.0
,-25200,,rmssd,2023-05-22 01:19:33+00:00,22.0
,-25200,,rmssd,2023-05-22 01:24:33+00:00,30.0
,-25200,,rmssd,2023-05-22 01:29:33+00:00,29.0
,-25200,,rmssd,2023-05-22 01:34:33+00:00,22.0
,-25200,,rmssd,2023-05-22 01:39:33+00:00,26.0
,-25200,,rmssd,2023-05-22 01:44:33+00:00,28.0
,-25200,,rmssd,2023-05-22 01:49:33+00:00,21.0
,-25200,,rmssd,2023-05-22 01:54:33+00:00,26.0
,-25200,,rmssd,2023-05-22 01:59:33+00:00,28.0
,-25200,,rmssd,2023-05-22 02:04:33+00:00,31.0
,-25200,,rmssd,2023-05-22 02:09:33+00:00,19.0
,-25200,,rmssd,2023-05-22 02:24:33+00:00,13.0
,-25200,,rmssd,2023-05-22 02:29:33+00:00,18.0
,-25200,,rmssd,2023-05-22 02:34:33+00:00,14.0
,-25200,,rmssd,2023-05-22 02:39:33+00:00,21.0
,-25200,,rmssd,2023-05-22 02:44:33+00:00,9.0
,-25200,,rmssd,2023-05-22 02:49:33+00:00,10.0
,-25200,,rmssd,2023-05-22 02:54:33+00:00,11.0
,-25200,,rmssd,2023-05-22 02:59:33+00:00,10.0
,-25200,,rmssd,2023-05-22 03:04:33+00:00,11.0
,-25200,,rmssd,2023-05-22 04:04:33+00:00,17.0
,-25200,,rmssd,2023-05-22 04:09:33+00:00,13.0
,-25200,,rmssd,2023-05-22 04:14:33+00:00,15.0
,-25200,,rmssd,2023-05-22 04:19:33+00:00,21.0
,-25200,,rmssd,2023-05-22 04:24:33+00:00,20.0
,-25200,,rmssd,2023-05-22 04:29:33+00:00,27.0
,-25200,,rmssd,2023-05-22 04:34:33+00:00,27.0
,-25200,,rmssd,2023-05-22 04:39:33+00:00,24.0
,-25200,,rmssd,2023-05-22 04:44:33+00:00,25.0
,-25200,,rmssd,2023-05-22 04:49:33+00:00,31.0
,-25200,,rmssd,2023-05-22 04:54:33+00:00,32.0
,-25200,,rmssd,2023-05-22 04:59:33+00:00,34.0
,-25200,,rmssd,2023-05-22 05:04:33+00:00,30.0
,-25200,,rmssd,2023-05-22 05:14:33+00:00,32.0
,-25200,,rmssd,2023-05-22 05:19:33+00:00,28.0
,-25200,,rmssd,2023-05-22 05:24:33+00:00,37.0
,-25200,,rmssd,2023-05-22 05:29:33+00:00,30.0
,-25200,,rmssd,2023-05-22 05:34:33+00:00,22.0
,-25200,,rmssd,2023-05-22 05:39:33+00:00,26.0
,-25200,,rmssd,2023-05-22 05:44:33+00:00,29.0
,-25200,,rmssd,2023-05-22 05:54:33+00:00,36.0
,-25200,,rmssd,2023-05-22 05:59:33+00:00,43.0
,-25200,,rmssd,2023-05-22 06:04:33+00:00,40.0
,-25200,,rmssd,2023-05-22 06:09:33+00:00,36.0
,-25200,,rmssd,2023-05-22 06:14:33+00:00,62.0
,-25200,,rmssd,2023-05-22 06:19:33+00:00,46.0
,-25200,,rmssd,2023-05-22 06:24:33+00:00,43.0
,-25200,,rmssd,2023-05-22 06:29:33+00:00,47.0
,-25200,,rmssd,2023-05-22 06:34:33+00:00,54.0
,-25200,,rmssd,2023-05-22 06:39:33+00:00,40.0
,-25200,,rmssd,2023-05-22 06:44:33+00:00,35.0
,-25200,,rmssd,2023-05-22 06:49:33+00:00,34.0
,-25200,,rmssd,2023-05-22 06:54:33+00:00,37.0
,-25200,,rmssd,2023-05-22 06:59:33+00:00,31.0
,-25200,,rmssd,2023-05-22 07:04:33+00:00,34.0
,-25200,,rmssd,2023-05-22 07:09:33+00:00,38.0
,-25200,,rmssd,2023-05-22 07:14:33+00:00,30.0
,-25200,,rmssd,2023-05-22 07:19:33+00:00,39.0
,-25200,,rmssd,2023-05-22 07:24:33+00:00,38.0
,-25200,,rmssd,2023-05-22 07:29:33+00:00,35.0
,-25200,,rmssd,2023-05-22 07:34:33+00:00,45.0
,-25200,,rmssd,2023-05-22 07:39:33+00:00,22.0
,-25200,,rmssd,2023-05-22 07:44:33+00:00,13.0
,-25200,,rmssd,2023-05-22 07:49:33+00:00,28.0
,-25200,,rmssd,2023-05-22 07:54:33+00:00,16.0
,-25200,,rmssd,2023-05-22 07:59:33+00:00,26.0
,-25200,,rmssd,2023-05-22 08:04:33+00:00,24.0
,-25200,,rmssd,2023-05-22 08:09:33+00:00,30.0
,-25200,,rmssd,2023-05-22 08:14:33+00:00,24.0
,-25200,,rmssd,2023-05-22 08:19:33+00:00,28.0
,-25200,,rmssd,2023-05-22 08:24:33+00:00,33.0
,-25200,,rmssd,2023-05-22 08:29:33+00:00,49.0
,-25200,,rmssd,2023-05-22 08:34:33+00:00,35.0
,-25200,,rmssd,2023-05-22 08:39:33+00:00,42.0
,-25200,,rmssd,2023-05-22 08:44:33+00:00,30.0
,-25200,,rmssd,2023-05-22 08:49:33+00:00,28.0
,-25200,,rmssd,2023-05-22 08:54:33+00:00,26.0
,-25200,,rmssd,2023-05-22 08:59:33+00:00,31.0
,-25200,,rmssd,2023-05-22 09:04:33+00:00,31.0
,-25200,,rmssd,2023-05-22 09:09:33+00:00,42.0
,-25200,,rmssd,2023-05-22 09:14:33+00:00,39.0
,-25200,,rmssd,2023-05-22 09:19:33+00:00,35.0
,-25200,,rmssd,2023-05-22 09:24:33+00:00,36.0
,-25200,,rmssd,2023-05-22 09:29:33+00:00,37.0
,-25200,,rmssd,2023-05-22 09:34:33+00:00,35.0
,-25200,,rmssd,2023-05-22 09:39:33+00:00,44.0
,-25200,,rmssd,2023-05-22 09:44:33+00:00,46.0
,-25200,,rmssd,2023-05-22 09:49:33+00:00,17.0
,-25200,,rmssd,2023-05-22 09:54:33+00:00,22.0
,-25200,,rmssd,2023-05-22 09:59:33+00:00,18.0
,-25200,,rmssd,2023-05-22 10:04:33+00:00,23.0
,-25200,,rmssd,2023-05-22 10:09:33+00:00,19.0
,-25200,,rmssd,2023-05-22 10:14:33+00:00,22.0
,-25200,,rmssd,2023-05-22 10:19:33+00:00,27.0
,-25200,,rmssd,2023-05-22 10:24:33+00:00,30.0
,-25200,,rmssd,2023-05-22 10:29:33+00:00,40.0
,-25200,,rmssd,2023-05-22 10:34:33+00:00,41.0
,-25200,,rmssd,2023-05-22 10:39:33+00:00,38.0
,-25200,,rmssd,2023-05-22 10:44:33+00:00,38.0
,-25200,,rmssd,2023-05-22 10:49:33+00:00,51.0
,-25200,,rmssd,2023-05-22 10:54:33+00:00,43.0
,-25200,,rmssd,2023-05-22 10:59:33+00:00,40.0
,-25200,,rmssd,2023-05-22 11:04:33+00:00,44.0
,-25200,,rmssd,2023-05-22 11:09:33+00:00,40.0
,-25200,,rmssd,2023-05-22 11:14:33+00:00,45.0
,-25200,,rmssd,2023-05-22 11:19:33+00:00,50.0
,-25200,,rmssd,2023-05-22 11:24:33+00:00,50.0
,-25200,,rmssd,2023-05-22 11:29:33+00:00,41.0
,-25200,,rmssd,2023-05-22 11:34:33+00:00,24.0
,-25200,,rmssd,2023-05-22 11:39:33+00:00,28.0
,-25200,,rmssd,2023-05-22 11:44:33+00:00,27.0
,-25200,,rmssd,2023-05-22 11:49:33+00:00,28.0
,-25200,,rmssd,2023-05-22 11:54:33+00:00,14.0
,-25200,,rmssd,2023-05-22 11:59:33+00:00,34.0
,-25200,,rmssd,2023-05-22 12:04:33+00:00,27.0
,-25200,,rmssd,2023-05-22 12:09:33+00:00,29.0
,-25200,,rmssd,2023-05-22 12:14:33+00:00,36.0
,-25200,,rmssd,2023-05-22 12:19:33+00:00,39.0
,-25200,,rmssd,2023-05-22 12:24:33+00:00,41.0
,-25200,,rmssd,2023-05-22 12:29:33+00:00,57.0
,-25200,,rmssd,2023-05-22 12:34:33+00:00,45.0
,-25200,,rmssd,2023-05-22 12:39:33+00:00,36.0
,-25200,,rmssd,2023-05-22 12:44:33+00:00,36.0
,-25200,,rmssd,2023-05-22 12:49:33+00:00,44.0
,-25200,,rmssd,2023-05-22 12:54:33+00:00,47.0
,-25200,,rmssd,2023-05-22 12:59:33+00:00,47.0
,-25200,,rmssd,2023-05-22 13:04:33+00:00,36.0
,-25200,,rmssd,2023-05-22 13:09:33+00:00,41.0
,-25200,,rmssd,2023-05-22 13:14:33+00:00,34.0
,-25200,,rmssd,2023-05-22 13:19:33+00:00,32.0
,-25200,,rmssd,2023-05-22 13:24:33+00:00,41.0
,-25200,,rmssd,2023-05-22 13:29:33+00:00,35.0
,-25200,,rmssd,2023-05-22 13:34:33+00:00,23.0
,-25200,,rmssd,2023-05-22 13:39:33+00:00,25.0
,-25200,,rmssd,2023-05-22 13:44:33+00:00,45.0
,-25200,,rmssd,2023-05-22 13:49:33+00:00,55.0
,-25200,,rmssd,2023-05-22 13:54:33+00:00,65.0
,-25200,,rmssd,2023-05-22 13:59:33+00:00,48.0
,-25200,,rmssd,2023-05-22 14:04:33+00:00,51.0
,-25200,,rmssd,2023-05-22 14:09:33+00:00,55.0
,-25200,,rmssd,2023-05-22 14:14:33+00:00,46.0
